title,price,old_price,category,description
Casti Logitech Bluetooth cu microfon H800,633.99,,Casti - Microfoane,Casti Logitech Bluetooth cu microfon H800
Casti Thermaltake eSPORTS Shock Spin HD (Albe),280.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 3,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 95Â±3,Frecventa : 15Hz-20KHz,Tip magnet : Neodimium,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -34,Impedanta (Ohm) : 2200,Frecventa : 100Hz - 10kHz,Sunet stereo : Da,Mute : Da,Controlul volumului : Da"
Casti Thermaltake eSPORTS Shock Spin HD (Rosu),309.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 3,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 95Â±3,Frecventa : 15Hz-20KHz,Tip magnet : Neodimium,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -34,Impedanta (Ohm) : 2200,Frecventa : 100Hz - 10kHz,Sunet stereo : Da,Mute : Da,Controlul volumului : Da"
Kit Tastatura Logitech si Mouse Wireless MK220,120.99,, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wireless,Interfata tastatura : USB,Iluminata : Nu,Culoare : Negru,Conectare : Wireless"
"Stick USB A-DATA S102 Pro, 32GB, USB 3.0 (Gri)",41.55,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 3.0,Windows : Windows 7 | Windows XP | Windows Vista,Apple : DA (Mac OS X 10.5+),Linux : Da (2.6+),Dimensiuni (LxlxG) : 6.18 x 1.87 x 1.07,Greutate (g) : 13,Culoare : Gri"
Cooler CPU CoolerMaster Hyper 212 EVO,156.99,206.99,Coolere CPU,"LGA 1156 (H) : Da,LGA 1366 (B) : Da,LGA 1155 (H2) : Da,LGA 2011 (R) : Da,LGA 1150 : Da,LGA 1151 : Da,AM2 : Da,AM2+ : Da,AM3 : Da,AM3+ : Da,FM1 : Da,Material : Baza: Cupru + Aluminiu | Heatpipe: Cupru | Aripile de radiatie: Aluminiu,Heatpipe-uri : 4,Dimensiunea radiatorului (L x l x G)(mm) : 116 x 51 x 159,Mod De Racire : Aer,Tip (Bearing) : Long life Sleeve,Viteza (RPM) : 600 ~ 1600,Acustic (dBA) : 9 - 31,Presiunea maxima a aerului (mm H2O) : 0.3 - 1.7,Conector : 4 pini,Perioada estimata de functionare (ore) : 40.000,Dimensiunea ventilatorului (L x l x G)(mm) : 120 x 120 x 25,Dimensiuni totale (L x l x H)(mm) : 120 x 80 x 159,Greutate (kg) : 0.580"
Sursa Inter-Tech Energon 550W,154.99,,Surse,"Tip : ATX,Putere : 550W,Ventilator : 1 x 120mm,PFC : Pasiv,Protectie : OVP (Over Voltage Protection) | OCP (Over Current Protection) | SCP (Short Circuit Protection),Modulara : Nu,Rail-uri +12V : 4,+12V1 : 18A,+12V2 : 18A,+12V3 : 18A,+12V4 : 18A,24-Pin (MotherBoard) : x1 (20+4 Pin),8(4+4)-Pin (CPU 12V) : x1,6-Pin (PCI Express) : x1,SATA : x4,4-Pin (Molex) : x4,4-Pin (Floppy) : x1"
Cooler CPU CoolerMaster Hyper TX3 EVO,106.99,137.99,Coolere CPU,"LGA 775 (T) : Da,LGA 1156 (H) : Da,LGA 1155 (H2) : Da,LGA 1150 : Da,LGA 1151 : Da,AM2 : Da,AM3 : Da,AM3+ : Da,FM1 : Da,FM2 : Da,FM2+ : Da,Material : Baza: Cupru + Aluminiu | Heatpipe: Cupru | Aripile de radiatie: Aluminiu,Heatpipe-uri : 3,Dimensiunea radiatorului (L x l x G)(mm) : 90 x 51 x 136,Dimensiunea heatpipe-urilor (mm) : 6,Mod De Racire : Aer,Tip (Bearing) : Long life Sleeve,LED : Fara,Viteza (RPM) : 800 ~ 2200,Acustic (dBA) : 17 ~ 30,Flux maxim de aer (CFM) : 15.7 â€“ 43.1,Presiunea maxima a aerului (mm H2O) : 0.35 â€“ 2.63,Conector : 4 pini (PWM),Perioada estimata de functionare (ore) : 40.000,Dimensiunea ventilatorului (L x l x G)(mm) : 92 x 92 x 25,Dimensiuni totale (L x l x H)(mm) : 90 x 79 x 136,Greutate (kg) : 0.306"
Stick USB Kingston DataTraveler SE9 Champagne 16GB,63.99,,Stick USB,"Capacitate : 16GB,Compatibilitate : USB 2.0"
Casti cu Microfon Genius HS-05A,89.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Stil : Over-the-head,Microfon : Da"
Tastatura Genius KB-M200 USB,43.9,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB,Iluminata : Nu,Culoare : Negru"
"Cablu prelungitor USB 2.0, 1.8 m",7.61,,Periferice,"Cablu prelungitor USB 2.0, 1.8 m"
"Cablu prelungitor USB 2.0, 3 m",10.24,14.99,Periferice,"Cablu prelungitor USB 2.0, 3 m"
"Cablu prelungitor USB 2.0, 3 m, Premium",10.15,,Periferice,"Cablu prelungitor USB 2.0, 3 m, Premium"
Casti cu Microfon Plantronics Audio 628 USB,191.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : USB,Lungimea cablului (m) : 2,Stil : Over-the-head,Diametru (mm) : 32,Frecventa : 20 Hz - 20 kHz,Microfon : Da,Frecventa : 100Hz - 10kHz,Sunet stereo : Da,Mute : Da,Controlul volumului : Da"
Tastatura Logitech Wireless K270,149.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wireless,Interfata tastatura : USB,Iluminata : Nu,Sistem de operare : Windows 7 | Windows Vista | Windows XP,Culoare : Negru"
HDD Rack RaidSonic IB-AC603 (Alb),63.99,,HDD Rack,"Conectare PC : USB 2.0,Form Factor : 2.5inch,Interfata HDD : SATA3"
Carcasa Zalman Z11 Plus,330.99,,Carcase,"Tip : Mid Tower,Sursa : Fara sursa,mATX : Da,ATX : Da,Dimensiuni (cm) : 26.0 x 49.8 x 52.5,Greutate (kg) : 7.4,Culoare : Negru,Material : SECC & ABS,Slot HDD intern 3.5&quot; : x5,Slot HDD intern 2.5&quot; : x1,ODD 5.25&quot; : x4,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 290,USB 2.0 : x2,USB 3.0 : x2,eSATA : Nu,Audio : x1,Microfon : x1,Ventilatoare instalate : 1 x 120mm Frontal (LED Albastru) | 1 x 120mm Spate | 1 x 120mm Sus (LED Albastru) | 2 x 80mm Lateral,Suport pentru WaterCooling : Da,Ventilatoare optionale : 1 x 120/140mm Frontal | 1 x 120/140mm Sus | 1 x 120/140mm Jos"
Adaptor USB la IDE/SATA,58.99,,Periferice,Adaptor USB la IDE/SATA
UPS CyberPower CP900EPFCLCD 900VA / 540W,999.99,,UPS,"Management : PowerPanel Personal Edition,Putere intrare (VA) : 900,Putere Iesire (W) : 540,Tensiune alimentare (V) : 165Vac - 265Vac,Dimensiuni (mm) : 275 x 100 x 230,Greutate (kg) : 6.6,Culoare : Negru,Regulator tensiune(AVR) : Da,Alarma : On Battery, Low Battery, Overload, Fault,Protectie linie de telefon : Da,Nr. Prize : 6 Schuko,Specificatii acumulator : 12V 8.5AH x 1"
Cablu alimentare PC-186A-VDE&#44; 1.8m (bulk),12.97,,Periferice,Cablu alimentare PC-186A-VDE&#44; 1.8m (bulk)
Mouse Logitech Optic Mini M187 (Negru),89.99,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Interfata : USB,Rezolutie (DPI) : 1000,Culoare : Negru"
UPS UISAbler Jupiter Pro 1000VA / 600W,551.99,,UPS,"Putere intrare (VA) : 1000,Putere Iesire (W) : 600,Tensiune alimentare (V) : 110 / 115 / 120 / 220 / 230 / 240,Dimensiuni (mm) : 173 x 247 x 369,Greutate (kg) : 13,Culoare : Negru,Familie UPS : Line interactive,Regulator tensiune(AVR) : Boost & Buck,Specificatii acumulator : 12V/7Ah * 2"
"Adaptor de sunet LogiLink, 5.1 virtual UA0053 (Negru)",32.71,42.85,Placi de sunet,"Canale : 5.1,Interfata : USB 2.0"
Adaptor de sunet LogiLink 7.1 Virtual UA0078 (Negru),45.97,,Placi de sunet,"Canale : 5.1,Interfata : USB 2.0"
UPS APC BR900G-GR 900VA / 540W,1099.99,1189.99,UPS,"Putere intrare (VA) : 900,Putere Iesire (W) : 540,Tensiune alimentare (V) : 230,Energie (J) : 600,Dimensiuni (mm) : 382 x 100 x 250,Greutate (kg) : 10.73,Culoare : Negru,Familie UPS : Back-UPS Pro,Protectie linie de telefon : Da,Nr. Prize : 5 x Schuko"
"UPS APC Power-Saving Back-UPS Pro 1500 1500VA / 865W, 6 x Shucko, Management",2080.99,,UPS,"Management : Da,Interfata (port comunicare) : USB + Serial Port (RS232),Tipologie : Line Interactive,Putere intrare (VA) : 1500,Putere Iesire (W) : 865,Tensiune alimentare (V) : 230,Energie (J) : 441,Dimensiuni (mm) : 301 x 112 x 382,Greutate (kg) : 13,Culoare : Negru,Familie UPS : Back-UPS Pro,Regulator tensiune(AVR) : Da,Protectie linie de telefon : Da,Protectie retea : Da,Prize Schuko : x6,Numar acumulatori : 1,Model Acumulator : RBC124,Durata incarcare acumulator (ore) : 8"
"UPS nJoy Shed 625VA/375W, 5 x Schuko, Management",258.99,,UPS,"Management : Da,Interfata (port comunicare) : USB,Tipologie : Line Interactive,Putere intrare (VA) : 625,Putere Iesire (W) : 375,Energie (J) : 480,Culoare : Negru + Portocaliu,Regulator tensiune(AVR) : Da,Tipuri protectie : Protectie la suprasarcina | Protectie la fulgere,Protectie linie de telefon : Da,Prize Schuko : x5,Mentiune prize : Din cele 5 prize Shucko, 4 sunt conectate la baterie.,Numar acumulatori : 1,Specificatii acumulator : 12V / 7AH"
Cooler CPU Deepcool Gamma Archer,31.66,,Coolere CPU,"LGA 775 (T) : Da,LGA 1156 (H) : Da,LGA 1155 (H2) : Da,AM2 : Da,AM2+ : Da,AM3 : Da,AM3+ : Da,FM1 : Da,940 : Da,939 : Da,754 : Da,Material : Baza: Aluminiu | Aripile de radiatie: Aluminiu,Mod De Racire : Aer,Tip (Bearing) : Hydro,LED : Fara,Viteza (RPM) : 1600,Acustic (dBA) : 21,Flux maxim de aer (CFM) : 54.25,Dimensiunea ventilatorului (L x l x G)(mm) : 120 x 120 x 25,Dimensiuni totale (L x l x H)(mm) : 124 x 121 x 65.5,Greutate (kg) : 0.301"
Cooler CPU Deepcool GAMMAXX 300,99.99,129,Coolere CPU,"LGA 775 (T) : Da,LGA 1156 (H) : Da,LGA 1366 (B) : Da,LGA 1155 (H2) : Da,AM2 : Da,AM2+ : Da,AM3 : Da,AM3+ : Da,FM1 : Da,940 : Da,939 : Da,754 : Da,Material : Baza: Cupru + Aluminiu | Heatpipe: Cupru | Aripile de radiatie: Aluminiu,Heatpipe-uri : 3,Mod De Racire : Aer,Tip (Bearing) : Hydro,Viteza (RPM) : 900 - 1500,Acustic (dBA) : 17.8~26.1,Flux maxim de aer (CFM) : 54.25,Dimensiunea ventilatorului (L x l x G)(mm) : 120 x 120 x 25,Dimensiuni totale (L x l x H)(mm) : 121 x 75 x 144,Greutate (kg) : 0.473"
Cooler CPU Deepcool Alta 7,37.4,49,Coolere CPU,"LGA 775 (T) : Da,LGA 1156 (H) : Da,LGA 1155 (H2) : Da"
Placa de sunet LogiLink Sound Box USB 7.1,140.99,,Placi de sunet,"Canale : 7.1,Interfata : USB 2.0"
Boxa Enzatec portabila SP102BL (Albastra),76.99,,Boxe,"Configuratie : Mono,Frecventa : 60Hz - 20kHz,SNR (dBA) : >= 60dB,Material : Aluminiu,USB : Pentru alimentare,Analog : Jack 3.5mm,Totala : 2,Dimensiuni (mm) : 53 x 43 x 92,Greutate (kg) : 98 grame"
"HDD Desktop Western Digital Blue, 1TB, SATA III 600, 64MB Buffer",179,,HDD Desktop,"Capacitate : 1TB,Viteza (rpm) : 7200,Buffer (MB) : 64,Interfata : SATA III 600,Model : WD10EZEX,Consum scriere (W) : 6.80,Consum Idle (W) : 6.10,Format : 3.5inch"
"HDD Western Digital NAS Caviar Red, 3TB, SATA III 600, 64MB Buffer",501.99,599,HDD Desktop,"Tip HDD : sisteme NAS,Capacitate : 3TB,Viteza (rpm) : IntelliPower,Buffer (MB) : 64,Interfata : SATA III 600,Model : WD30EFRX,Serie : Caviar Red,Consum scriere (W) : 4.40,Consum Idle (W) : 4.10,Idle (dBA) : 23.0,Seek Mode 0 (dBA) : 24.0,Dimensiuni (mm) : 101.6 x 147 x 26.1,Format : 3.5inch,Greutate (kg) : 0.635"
"HDD Western Digital NAS Caviar Red, 1TB, SATA III 600, 64MB Buffer",317.99,,HDD Desktop,"Tip HDD : sisteme NAS,Capacitate : 1TB,Viteza (rpm) : IntelliPower,Buffer (MB) : 64,Interfata : SATA III 600,Model : WD10EFRX,Serie : Caviar Red,Consum scriere (W) : 3.70,Consum Idle (W) : 3.20,Idle (dBA) : 21.0,Seek Mode 0 (dBA) : 22.0,Dimensiuni (mm) : 101.6 x 147 x 26.1,Format : 3.5inch,Greutate (kg) : 0.450"
Stick USB Kingston SE9 32GB,30.37,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 2.0,Windows : Windows 7 | Windows XP | Windows Vista,Apple : Da Mac OS X (10.5.x+),Linux : Linux v.2.6.x+,Dimensiuni (LxlxG) : 3.9 x 1.23 x 0.45"
"Mouse Microsoft Wireless Mobile 3500, Blue Track (Albastru)",134.99,,Mouse,"Conectare : Wireless,Tehnologie : BlueTrack,Constructie : Ambidextru,Scroll : Da,Interfata : USB,Culoare : Albastru"
Boxe Genius SP-HF1800A,292.99,,Boxe,"Recomandare : Gaming,Configuratie : 2.0,Frecventa : 20Hz-20kHz,SNR (dBA) : 85,Analog : Jack 3.5mm,Satelit : 2,Dimensiuni (mm) : 145 x 380 x 182,Greutate (kg) : 7.25"
Camera web Logitech BCC950,2025.99,,Camere Web,"Video (px) : 1920 X 1080,Conectare : USB , Bluetooth,Microfon : Da,Altele : Full HD,MicroSoft : Windows 7 | Windows XP | Windows Vista,Apple : Mac OS X 10.6 sau superior"
Casti cu Microfon Logitech H340 (Negre),388.99,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : USB,Lungimea cablului (m) : 1.8,Stil : Over-the-head,Pernuta : Da,Microfon : Da,Frecventa : 20Hz-20KHz"
"Memorie Corsair Value Select DDR3, 1x4GB, 1600 MHz, CL11",89,,Memorii,"Tip RAM : DDR3,Capacitate : 4GB (1x4GB),Frecventa : 1600MHz,Standard : PC3-12800,Latenta/Timing : 11-11-11-30,Voltaj : 1.50V"
Kit Tastatura Logitech si Mouse Wireless MK330,229,, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wireless,Sistem de operare : Windows XP | Windows Vista | Windows 7 | Windows 8,Culoare : Negru,Interfata mouse : USB"
Cablu Alimentare SATA&#44; 15 cm,7.61,,Periferice,Cablu Alimentare SATA&#44; 15 cm
Mouse BenQ Optic N300 (Argintiu),40.6,,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 5,Interfata : USB,Rezolutie (DPI) : 800,Culoare : Negru"
Mouse BenQ Optic MD300 (Negru),90.99,,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 800,Culoare : Negru,Greutate : 141g"
Mouse BenQ Optic P800 (Argintiu),110.99,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 800,Culoare : Argintiu"
Sursa Corsair VS Series 350W,204.99,,Surse,"Tip : ATX,Putere : 350W,Ventilator : 1 x 120mm,Ventilator silentios : Da,PFC : Activ,MTBF : 100.000 ore,Modulara : Nu,24-Pin (MotherBoard) : x1 (20+4 Pin),8(4+4)-Pin (CPU 12V) : x1,8-Pin (PCI Express) : x1 (6+2 Pin),SATA : x4,4-Pin (Molex) : x3,4-Pin (Floppy) : x1,Dimensiuni (L x l x I) (cm) : 15 x 14 x 8.6"
"HDD Desktop Toshiba , 1TB, SATA III 600, 32 MB Buffer",184.99,,HDD Desktop,"Capacitate : 1TB,Viteza (rpm) : 7200,Buffer (MB) : 32,Interfata : SATA III 600,Model : DT01ACA100,Consum scriere (W) : 6.40,Consum Idle (W) : 3.70,Dimensiuni (mm) : 101.6 x 147 x 26.1,Format : 3.5inch,Greutate (kg) : 0.450"
"HDD Desktop Toshiba , 2TB, SATA III 600, 64 MB Buffer",280.99,349,HDD Desktop,"Capacitate : 2TB,Viteza (rpm) : 7200,Buffer (MB) : 64,Interfata : SATA III 600,Model : DT01ACA200,Consum scriere (W) : 6.40,Consum Idle (W) : 5.20,Dimensiuni (mm) : 101.6 x 147 x 26.1,Format : 3.5inch,Greutate (kg) : 0.680"
Mouse Serioux Optic Drago 300 (Negru),30.95,,Mouse,"Conectare : Wireless,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 1000,MicroSoft : Windows XP | Windows Vista | Windows 7 | Windows 8,Greutate : 84 g"
UPS Socomec NeTYS NPR-1000-MT 1000VA / 700W,911.99,,UPS,"Putere intrare (VA) : 1000,Putere Iesire (W) : 700,Dimensiuni (mm) : 145 x 345 x 165,Greutate (kg) : 9.2,Nr. Prize : 4 x IEC 320"
UPS Socomec Netys PE 650VA,266.99,,UPS,"Management : Da,Putere intrare (VA) : 650,Putere Iesire (W) : 360,Tensiune alimentare (V) : 220,Dimensiuni (mm) : 290 x 145 x 100,Greutate (kg) : 5.2,Regulator tensiune(AVR) : Da,Tipuri protectie : suprasarcina, descarcare, scurtcircuit si supraincalzire"
UPS Socomec Netys PE 850VA,353.99,,UPS,"Management : Da,Putere intrare (VA) : 850,Putere Iesire (W) : 480,Dimensiuni (mm) : 290 x 145 x 100,Greutate (kg) : 6,Regulator tensiune(AVR) : Da,Tipuri protectie : suprasarcina, descarcare, scurtcircuit si supraincalzire"
UPS Socomec Netys PE 1000VA,699.99,,UPS,"Management : Da,Putere intrare (VA) : 1000,Putere Iesire (W) : 600,Tensiune alimentare (V) : 170-280,Dimensiuni (mm) : 345 x 165 x 145,Greutate (kg) : 9.7,Regulator tensiune(AVR) : Da,Tipuri protectie : suprasarcina, descarcare, scurtcircuit si supraincalzire"
Adaptor SSD/HDD Inter-Tech 3.5inch la 2 x 2.5inch,21.88,,Periferice,Adaptor SSD/HDD Inter-Tech 3.5inch la 2 x 2.5inch
HDD Extern Western Digital Elements 1TB 2.5inch USB 3.0 si USB 2.0,274.99,302.99,Hard Disk Extern,"Model : WDBUZG0010BBK,Format : 2.5&quot;,Configuratie : Single,Interfata : USB 3.0,Capacitate : 1TB,Viteza (rpm) : 5400,Buffer (MB) : 8,SO MicroSoft : Windows 8 | Windows 7 | Windows Vista | Windows XP,SO Apple : Mac OS X 10.6.5 +,Temp. ON : 5&deg;C - 35&deg;C,Temp. OFF : -20&deg;C - 65&deg;C,Dimensiuni (mm) : 111 x 82 x 15,Greutate (kg) : 0.130"
HDD Extern Western Digital Elements&#44; 500GB&#44; 2.5&quot;&#44; USB 3.0 si USB 2.0,232.98,313.99,Hard Disk Extern,"Model : WDBUZG5000A,Format : 2.5&quot;,Configuratie : Single,Interfata : USB 3.0,Capacitate : 500GB,Buffer (MB) : 8,SO MicroSoft : Windows 8 | Windows 7 | Windows Vista | Windows XP,SO Apple : Mac OS X 10.6.5 +,Temp. ON : 5&deg;C - 35&deg;C,Temp. OFF : -20&deg;C - 65&deg;C,Dimensiuni (mm) : 111 x 82 x 15,Greutate (kg) : 0.13"
UPS Socomec Netys PR RT 2200VA,2699.99,,UPS,"Management : Da,Putere intrare (VA) : 2200,Putere Iesire (W) : 1800,Tensiune alimentare (V) : 230,Dimensiuni (mm) : 440 x 608 x 87,Greutate (kg) : 28.2,Regulator tensiune(AVR) : Da"
Cooler CPU Noctua NH-L9i,236.99,,Coolere CPU,"LGA 1156 (H) : Da,LGA 1155 (H2) : Da,LGA 1150 : Da,Mod De Racire : Aer,Tip (Bearing) : SSO2,Viteza (RPM) : 600 - 2500,Acustic (dBA) : 14.8 - 23.6,Flux maxim de aer (CFM) : 57.5,Dimensiuni recomandate (mm) : 95 x 95 x 23,Dimensiuni totale (L x l x H)(mm) : 95 x 95 x 37,Greutate (kg) : 0.420"
Tastatura Thermaltak Tt eSPORTS CHALLENGER (Neagra),195.99,, Tastaturi PC,"Tip produs : Tastatura,Conectivitate : Wired,Interfata tastatura : USB 2.0,Tastatura Gaming : Da,Iluminata : Da,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 480 x 205 x 25 mm,Lungime cablu (m) : 2 m"
"HDD Extern Western Digital Elements, 2TB, 2.5inch, USB 3.0 si USB 2.0",319,,Hard Disk Extern,"Model : WDBU6Y0020BBK,Format : 2.5&quot;,Configuratie : Single,Interfata : USB 3.0,Capacitate : 2TB,Viteza (rpm) : 5400,Buffer (MB) : 8,SO MicroSoft : Windows 8 | Windows 7 | Windows Vista | Windows XP,SO Apple : Mac OS X 10.6.5 +,Temp. ON : 5&deg;C - 35&deg;C,Temp. OFF : -20&deg;C - 65&deg;C,Dimensiuni (mm) : 111 x 82 x 15,Greutate (kg) : 0.230"
Mouse Gaming Team Scorpion Frenetic JR (Negru),176.99,,Mouse,Recomandare : Gaming
Mouse Microsoft Wireless Bluetooth Sculpt Comfort (Negru),177.99,,Mouse,"Conectare : Wireless,Tehnologie : BlueTrack,Recomandare : Office,Constructie : Ambidextru,Scroll : Da,Interfata : Bluetooth,Altele : Mouse-ul nu are receiver Bluetooh prin USB.,MicroSoft : Windows 7 | Windows 8 | Windows RT,Apple : Mac,Culoare : Negru"
Casca cu Microfon PC 2-Chat (Negru),79,,Casti - Microfoane,"Structura : Earcup,Conectare : Wired,Interfata : Jack de 3.5 mm,Lungimea cablului (m) : 2,Stil : Over-the-head,Pernuta : Da,Sensibilitate (dBPa/V) : 95,Frecventa : 42 Hz - 17 kHz,Impedanta (Ohm) : 32,Microfon : Da,Sensibilitate (dBV/Pa) : -40,Impedanta (Ohm) : 2000,Frecventa : 90 Hz - 15 kHz,Tehnologie : Anularea zgomotului de fundal,Culoare : Negru"
Kit Tastatura si mouse Logitech MK270 (Negru),155.99,179, Tastaturi PC,"Tip produs : Kit tastatura si mouse,Conectivitate : Wireless,Interfata tastatura : USB,Taste speciale : 8,Altele : Nu contine adaptor Unifying,Culoare : Negru,Dimensiuni (L x l x g)(mm) : 441 x 149 x 18 mm,Greutate (kg) : 0.42,Functionare : Optic,Conectare : Wireless,Interfata mouse : USB,Butoane : 3"
Stick USB Kingston DT100G3 32GB USB 3.0 (Negru),24.43,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OS,Linux : Linux 2.6.x,Dimensiuni (LxlxG) : 6 x 2.1 x 1"
Stick USB Kingston DT100G3 64GB USB 3.0 (Negru),36.08,,Stick USB,"Capacitate : 64GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OS,Linux : Linux 2.6.x,Dimensiuni (LxlxG) : 6 x 2.1 x 1"
Stick USB A-DATA UV150 16GB&#44; USB 3.0 (Negru),23.97,25.45,Stick USB,"Capacitate : 16GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OSX 10.5,Linux : Linux Kernel 2.6,Dimensiuni (LxlxG) : 58 x 18 x 10,Greutate (g) : 9,Culoare : Negru"
"Stick USB A-DATA UV150 16GB, USB 3.0 (Rosu)",24.97,,Stick USB,"Capacitate : 16GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OSX 10.5,Linux : Linux Kernel 2.6,Dimensiuni (LxlxG) : 58 x 18 x 10,Greutate (g) : 9,Culoare : Rosu"
"Stick USB A-DATA UV150 32GB, USB 3.0 (Negru)",70.99,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OSX 10.5,Linux : Linux Kernel 2.6,Dimensiuni (LxlxG) : 58 x 18 x 10,Greutate (g) : 9,Culoare : Negru"
Stick USB A-DATA UV150 32GB&#44; USB 3.0 (Rosu),26.22,,Stick USB,"Capacitate : 32GB,Compatibilitate : USB 3.0,Windows : Windows XP | Vista | 7 | 8,Apple : Mac OSX 10.5,Linux : Linux Kernel 2.6,Dimensiuni (LxlxG) : 58 x 18 x 10,Greutate (g) : 9,Culoare : Rosu"
"Stick USB A-DATA S102 Pro 64GB, USB 3.0 (Gri)",60.99,,Stick USB,"Capacitate : 64GB,Compatibilitate : USB 3.0,Altele : Viteza citire: 100 MB/s | Viteza scriere: 90 MB/s,Windows : Windows 7 | Windows XP | Windows Vista,Apple : DA (Mac OS X 10.5+),Linux : Da (2.6+),Dimensiuni (LxlxG) : 6.18 x 1.87 x 1.07,Greutate (g) : 13,Culoare : Gri"
Mouse Logitech B100 Optic (Negru),33.79,49,Mouse,"Conectare : Wired,Tehnologie : Optic,Constructie : Ambidextru,Scroll : Da,Butoane : 3,Interfata : USB,Rezolutie (DPI) : 800,MicroSoft : Windows 7 | Windows Vista | Windows XP,Apple : Mac OS X 10.3.9 +,Culoare : Negru,Lungimea cablului : 1.5 m"
Carcasa Corsair Carbide Air 540 High Airflow ATX Cube,671.99,,Carcase,"Tip : Mid Tower,Sursa : Fara sursa,mITX : Da,mATX : Da,ATX : Da,E-ATX : Da,Dimensiuni (cm) : 41.5 x 33.2 x 45.8,Culoare : Negru,Material : Plastic, otel,Slot HDD intern 3.5&quot; : x2,Slot HDD intern 2.5&quot; : X4 (din cele de 3.5&quot;),ODD 5.25&quot; : x2,USB 3.0 : x2,Audio : x1,Microfon : x1,Numar ventilatoare instalate : 3,Ventilatoare instalate : 1 x AF140L 140mm Exhaust fan| 2 x AF140L 140mm Intake fan|"
Carcasa Zalman Z3 Plus (Neagra),227.99,,Carcase,"Tip : Mid Tower,Sursa : Fara sursa,mATX : Da,ATX : Da,Dimensiuni (cm) : 19.2 x 46.5 x 43,Greutate (kg) : 6,Culoare : Negru,Material : Plastic, otel,Slot HDD intern 3.5&quot; : x4,Slot HDD intern 2.5&quot; : x1,ODD 5.25&quot; : x2,Sloturi expansiune : x7,Lungimea maxima a placii video (mm) : 360,USB 2.0 : x2,USB 3.0 : x1,Audio : x1,Microfon : x1,Fan controller integrat : Da,Numar ventilatoare instalate : 4,Total ventilatoare compatibile : 5,Ventilatoare instalate : In fata : 1 x 120mm BLUE LED| In spate : 1 x 120mm| Deasupra : 2 x 120mm|,Ventilatoare optionale : In fata : 1 x 120mm"
Mouse Zalman Gaming Laser ZM-GM3 (Negru),124.99,,Mouse,"Conectare : Wired,Tehnologie : Laser,Recomandare : Gaming,Constructie : Ambidextru,Scroll : Da,Butoane : 7,Interfata : USB,Rezolutie (DPI) : 8200,MicroSoft : Windows XP | Windows 7,Culoare : Negru,Greutate : 153,Lungimea cablului : 1.8m"
"Boxe Zalman 2.0 ZM-S600B, Bluetooth (Argintii)",159.99,,Boxe,"Compatibilitate : Dispozitive cu Bluetooth,Configuratie : 2.0,Frecventa : 100Hz - 20kHz,SNR (dBA) : 86,Impedanta (Ohm) : 4,USB : Da,Wireless : Da,Totala : 5,Dimensiuni (mm) : 50 x 50 x 38,Greutate (kg) : 1.2,Culoare : Argintie"
